recipe_name,tag,image_url,recipe_url,page
Buns farcis à la viande,VIANDES,https://assets.magimix.com/files/rec_43776/bun viande_avatar.jpg,https://www.magimix.fr/recettes/buns-farcis-la-viande_c,16
Cheesecake saumon et tomates séchées,ENTRÉES,https://assets.magimix.com/files/rec_44925/cheesecakesaumontomatessechees2_avatar.jpg,https://www.magimix.fr/recettes/cheesecake-saumon-et-tomates-sches_c,16
Croissants,BOULANGERIE,https://assets.magimix.com/files/rec_2030/croissants_avatar.jpg,https://www.magimix.fr/recettes/croissants_c,16
Teurgoule normand,DESSERTS,https://assets.magimix.com/files/rec_59736/Teurgoule_desgages.jpg,https://www.magimix.fr/recettes/teurgoule-normand_c,16
Pain de campagne,BOULANGERIE,https://assets.magimix.com/files/rec_56232/Pain-de-campagne.jpg,https://www.magimix.fr/recettes/pain-de-campagnecocotte_c,16
"Falafels pois chiches, patate douce",VÉGÉTARIENS,https://assets.magimix.com/files/rec_31204/falafels_avatar.jpg,https://www.magimix.fr/recettes/falafels-pois-chiches-patate-douce_c,16
Foie gras maison,ENTRÉES,https://assets.magimix.com/files/rec_56017/foiegras2_avatar.jpg,https://www.magimix.fr/recettes/foie-gras-maison_c,16
Poulet au chorizo et lentilles,VIANDES,https://assets.magimix.com/files/rec_62244/avatar_poulet-chorizo-avatar.jpg,https://www.magimix.fr/recettes/poulet-au-chorizo-et-lentilles_c,16
Pain au levain maison,BOULANGERIE,https://assets.magimix.com/files/rec_39894/avatar_Sourdough 375 x 353.jpg,https://www.magimix.fr/recettes/pain-levain_c,16
Risotto alla puntanesca,"PÂTES, RIZ, PIZZA",https://assets.magimix.com/files/rec_43382/avatar_Copy of RECIPE AVATAR (4).jpg,https://www.magimix.fr/recettes/risotto-alla-puntanesca_c,16
Mijoté d'agneau,VIANDES,https://assets.magimix.com/files/rec_67068/avatar_RECIPE AVATAR (3).jpg,https://www.magimix.fr/recettes/mijote-dagneau_c,16
Stir fry aux crevettes,POISSONS,https://assets.magimix.com/files/rec_59252/avatar_Copy of RECIPE AVATAR.jpg,https://www.magimix.fr/recettes/stir-fry-aux-crevettes_c,16
Velouté de patate douce épicé,SOUPES,https://assets.magimix.com/files/rec_26854/avatar_Copy of RECIPE AVATAR (9).jpg,https://www.magimix.fr/recettes/veloute-de-patate-douce-epice_c,16
Velouté de tomates,SOUPES,https://assets.magimix.com/files/rec_2375/avatar_Copy of RECIPE AVATAR (15).jpg,https://www.magimix.fr/recettes/veloute-de-tomates_c,16
Compote de poires,BÉBÉS,https://assets.magimix.com/files/rec_83331/avatar_poires-avatar.jpg,https://www.magimix.fr/recettes/compote-de-poires_c,16
Glace au caramel,GLACES,https://assets.magimix.com/files/rec_31909/595709678Glace_caramel.jpg,https://www.magimix.fr/recettes/glace-au-caramel,16
Smoothie orangé,BOISSONS,https://assets.magimix.com/files/rec_32588/avatar_melon-smoothie-avatar.jpg,https://www.magimix.fr/recettes/smoothie-orange-melon_b,16
Crème de champignons,SOUPES,https://assets.magimix.com/files/rec_9666/Fotolia_58711970_S.jpg,https://www.magimix.fr/recettes/creme-de-champignons_c,17
Ceviche de truite,ENTRÉES,https://assets.magimix.com/files/rec_81263/RECIPE AVATAR (23).jpg,https://www.magimix.fr/recettes/ceviche-de-truite_r,17
Cake au yaourt et pamplemousse,DESSERTS,https://assets.magimix.com/files/rec_78215/Grapefruit & Yoghurt Cake (375 × 353 px).jpg,https://www.magimix.fr/recettes/cake-au-yaourt-et-pamplemousse_r,17
Hot cross buns au chocolat,BOULANGERIE,https://assets.magimix.com/files/rec_69365/avatar_Choco Hot Cross Buns 375 x 353.jpg,https://www.magimix.fr/recettes/hot-cross-buns-au-chocolat_r,17
Flan aux abricots,DESSERTS,https://assets.magimix.com/files/rec_29458/avatar_flan-abricots-avatar.jpg,https://www.magimix.fr/recettes/flan-aux-abricots_c,17
Cookies pain d'épice,DESSERTS,https://assets.magimix.com/files/rec_33057/Gingerbread 375 x 353.jpg,https://www.magimix.fr/recettes/cookies-pain-epice_r,17
Gâteau type génoise,DESSERTS,https://assets.magimix.com/files/rec_27743/fr_10_Birthday_cake_4630_copier.jpg,https://www.magimix.fr/recettes/genoise_c,17
Tarte aux légumes et au chèvre,APÉRITIFS,https://assets.magimix.com/files/rec_68698/Courgette Tart 375 x 353.jpg,https://www.magimix.fr/recettes/tarte-aux-legumes-et-au-chevre_r,17
Beignets de courgette,APÉRITIFS,https://assets.magimix.com/files/rec_99269/avatar_Courgette Fritters 375 x 353.jpg,https://www.magimix.fr/recettes/beignets-de-courgette_r,17
Beurre au Brandy,BASES,https://assets.magimix.com/files/rec_70653/avatar_Brandy Butter 375 x 353.jpg,https://www.magimix.fr/recettes/beurre-au-brandy_b,17
Gâteau éponge au chocolat,DESSERTS,https://assets.magimix.com/files/rec_80893/Avatar images for recipe app.jpg,https://www.magimix.fr/recettes/gateau-eponge-au-chocolat_c,17
Sabayon et fraises,DESSERTS,https://assets.magimix.com/files/rec_52940/Avatar images for recipe app.jpg,https://www.magimix.fr/recettes/sabayon-et-fraises_c,17
Cookies au citron,DESSERTS,https://assets.magimix.com/files/rec_13504/avatar_Lemon Biscuits 375 x 353.jpg,https://www.magimix.fr/recettes/cookies-au-citron_r,17
Velouté tout vert,SOUPES,https://assets.magimix.com/files/rec_64299/avatar_Green Soup 375 x 353.jpg,https://www.magimix.fr/recettes/veloute-tout-vert_c,17
Mini cakes protéinés au chocolat,DESSERTS,https://assets.magimix.com/files/rec_18828/avatar_chocolate-muffin.jpg,https://www.magimix.fr/recettes/mini-cakes-proteines-au-chocolat,17
Soupe de petits pois,SOUPES,https://assets.magimix.com/files/rec_43803/soupepetitpois_desgages.jpg,https://www.magimix.fr/recettes/soupe-de-petits-pois_c,17
Smoothie aux herbes,BOISSONS,https://assets.magimix.com/files/rec_68713/avatar_smoothie-mangue-herbe-avatar.jpg,https://www.magimix.fr/recettes/smoothie-aux-herbes_c,17
Salade César,VIANDES,https://assets.magimix.com/files/rec_59116/TOME_VAPEUR_XXL_BAT_DEF_Page_18.jpg,https://www.magimix.fr/recettes/salade-cesar_c,17
Crumble à la rhubarbe,DESSERTS,https://assets.magimix.com/files/rec_64985/avatar_Rhubarb Crumble-avatar.jpg,https://www.magimix.fr/recettes/crumble-la-rhubarbe_c,17
Nuggets de poulet,VIANDES,https://assets.magimix.com/files/rec_26848/10_nuggets_4209.jpg,https://www.magimix.fr/recettes/nuggets-de-poulet_c,17
Beurre de cajou,DESSERTS,https://assets.magimix.com/files/rec_17927/avatar_cajou-avatar.jpg,https://www.magimix.fr/recettes/beurre-cajou_r,17
Cake pommes et mascarpone,DESSERTS,https://assets.magimix.com/files/rec_58623/avatar_gâteau-mascarpone-avatar.jpg,https://www.magimix.fr/recettes/cake-pommes-et-mascarpone_c,17
Pain pita classique,BOULANGERIE,https://assets.magimix.com/files/rec_75960/avatar_Pitta Bread.jpg,https://www.magimix.fr/recettes/pain-pita-classique_c,17
Glace à la menthe et chocolat,GLACES,https://assets.magimix.com/files/rec_203/glace menthe_avatar.jpg,https://www.magimix.fr/recettes/glace-a-la-menthe,17
Semoule à la vapeur,"PÂTES, RIZ, PIZZA",https://assets.magimix.com/files/rec_13890/avatar_avatar Semoule à la vapeur.jpg,https://www.magimix.fr/recettes/semoule-a-la-vapeur-i,17
Passion Mojito,BOISSONS,https://assets.magimix.com/files/rec_72731/avatar_passion-mojitos-avatar.jpg,https://www.magimix.fr/recettes/passion-mojito_c,17
Beurre de cacahuètes,DESSERTS,https://assets.magimix.com/files/rec_39529/Pages de 001-360_MAGIMIX-UK_2019 DEF-8-1.jpg,https://www.magimix.fr/recettes/beurre-cacahuete-uk_c,17
Sauce norvégienne,SAUCES,https://assets.magimix.com/files/rec_61757/avatar_IMG8040.jpg,https://www.magimix.fr/recettes/sauce-norvegienne_r,17
Sauce salade thaïe,SAUCES,https://assets.magimix.com/files/rec_55593/Fotolia_81970183_S.jpg,https://www.magimix.fr/recettes/sauce-salade-thaie_r,17
Crème d'ail,SAUCES,https://assets.magimix.com/files/rec_9465/5374553438_Filet_mignon_vapeur_4238.jpg,https://www.magimix.fr/recettes/creme-d_ail_r,17
Crème d'ail,SAUCES,https://assets.magimix.com/files/rec_11969/5374553438_Filet_mignon_vapeur_4238.jpg,https://www.magimix.fr/recettes/creme-d_ail_c,17
Sauce légère aneth-estragon,SAUCES,https://assets.magimix.com/files/rec_52271/5_st_jacques_vapeur_3742.jpg,https://www.magimix.fr/recettes/sauce-legere-aneth-estragon_r,17
Pizza scarmoza-jambon,"PÂTES, RIZ, PIZZA",https://assets.magimix.com/files/rec_2341/pizza_2.jpg,https://www.magimix.fr/recettes/pizza-scarmoza-jambon_ce,17
Pop corn au caramel,APÉRITIFS,https://assets.magimix.com/files/rec_55850/avatar_popcorn-avatar.jpg,https://www.magimix.fr/recettes/pop-corn-au-caramel_c,17
Taboulé libanais,ENTRÉES,https://assets.magimix.com/files/rec_37328/taboulelibannais.jpg,https://www.magimix.fr/recettes/taboul-libanais_r,17
Tartines betterave chèvre frais,ENTRÉES,https://assets.magimix.com/files/rec_89769/Pages_de_TOME2_VEGETARIENNE_26072018_DEF_DEF_BF_4.jpg,https://www.magimix.fr/recettes/tartines-betterave-chevre-r,17
Frozen Lime,BOISSONS,https://assets.magimix.com/files/rec_89730/Fotolia_1220050_L.jpg,https://www.magimix.fr/recettes/frozenlime_c,17
Lassi épicé,BOISSONS,https://assets.magimix.com/files/rec_36574/Fotolia_28171198_M.jpg,https://www.magimix.fr/recettes/lassi-epice_c,17
Milkshake banane au lait de soja,BOISSONS,https://assets.magimix.com/files/rec_38624/320098888Milkshake.jpg,https://www.magimix.fr/recettes/milkshake-banane-lait-de-soja_c,17
Smoothie ultra fibres,BOISSONS,https://assets.magimix.com/files/rec_80752/avatar_smoothie-ultra-avatar.jpg,https://www.magimix.fr/recettes/smoothie-ultra-fibres_c,17
Shake de l'aviateur,BOISSONS,https://assets.magimix.com/files/rec_37141/smoothiecacaocafe_desgages.jpg,https://www.magimix.fr/recettes/shake-de-laviateur,17
Milkshake dattes-avoine,BOISSONS,https://assets.magimix.com/files/rec_72546/milkshake dattes avoine_avatar.jpg,https://www.magimix.fr/recettes/milk-shake-dattes-avoine_c,17
Pâte à fougasse,BOULANGERIE,https://assets.magimix.com/files/rec_26655/192390459fougasse.jpg,https://www.magimix.fr/recettes/pate-a-fougasse-1_c,17
Crème fouettée,DESSERTS,https://assets.magimix.com/files/rec_1206/84155086cremeyfouettee.jpg,https://www.magimix.fr/recettes/creme-fouettee-1_c,17
Lait d'amandes,BOISSONS,https://assets.magimix.com/files/rec_36582/TOME2_VEGETARIENNE_Page_011.jpg,https://www.magimix.fr/recettes/lait-d_amandes_c,17
Glace framboise-groseilles rouges,GLACES,https://assets.magimix.com/files/rec_211/avatar_raspberry ice cream-avatar.jpg,https://www.magimix.fr/recettes/glace-framboise-groseilles-rouges,17
Chocolat chaud,BOISSONS,https://assets.magimix.com/files/rec_63917/TOME4_KIDS_BAT_Page_58.jpg,https://www.magimix.fr/recettes/chocolat-chaud_c,17
Confiture de mirabelles et vanille,DESSERTS,https://assets.magimix.com/files/rec_27479/1982900404Fotolia_34917573_S.jpg,https://www.magimix.fr/recettes/confiture-de-mirabelles_c,17
Crème glacée à la betterave,ENTRÉES,https://assets.magimix.com/files/rec_51443/avatar_Copy of RECIPE AVATAR (1).jpg,https://www.magimix.fr/recettes/creme-glace-la-betterave_c,17
Punch coco,BOISSONS,https://assets.magimix.com/files/rec_40355/avatar_avatar punch coco.jpg,https://www.magimix.fr/recettes/punch-coco_i,17
Mousse glacée aux fruits rouges,GLACES,https://assets.magimix.com/files/rec_42120/fr_avatar_Mousseglacyeauxfruitsrouges.jpg,https://www.magimix.fr/recettes/mousse-glacee-aux-fruits-rouges_i,17
Sorbet aux myrtilles,GLACES,https://assets.magimix.com/files/rec_42665/1741560654Fotolia_150841841_M.jpg,https://www.magimix.fr/recettes/sorbet-aux-myrtilles_c,17
Glace à l'ananas,GLACES,https://assets.magimix.com/files/rec_25905/Fotolia_141052824_S.jpg,https://www.magimix.fr/recettes/glace-a-l_ananas_c,17
Crème glacée Nutella®-banane,GLACES,https://assets.magimix.com/files/rec_95571/cr_me_nutella_bananes375x353.jpg,https://www.magimix.fr/recettes/creme-glacee-nutella-banane,17
Glace spéculoos,GLACES,https://assets.magimix.com/files/rec_11286/avatar_IMG9669.jpg,https://www.magimix.fr/recettes/glace-speculoos_i,17
Glace stracciatella,GLACES,https://assets.magimix.com/files/rec_9364/avatar_stracciatella-avatar.jpg,https://www.magimix.fr/recettes/glace-stracciatella_i,17
Glace mangue-gingembre,GLACES,https://assets.magimix.com/files/rec_25931/31_glace_mangue_4756.jpg,https://www.magimix.fr/recettes/glace-mangue-gingembre_c,17
Lassi à la mangue,BOISSONS,https://assets.magimix.com/files/rec_80404/avatar_avatar lassi mangue.jpg,https://www.magimix.fr/recettes/lassi-a-la-mangue_i,17
Milkshake fraise banane,BOISSONS,https://assets.magimix.com/files/rec_83604/avatar_strawberry-smoothie-avatar.jpg,https://www.magimix.fr/recettes/milkshake-fraise-banane_i,17
Lemon mint,BOISSONS,https://assets.magimix.com/files/rec_26712/avatar_lemon-mint-avatar.jpg,https://www.magimix.fr/recettes/lemon-mint_i,17
Compote de pêches à la vanille,BÉBÉS,https://assets.magimix.com/files/rec_90396/avatar_pêche-avatar.jpg,https://www.magimix.fr/recettes/compote-de-peche-a-la-vanille_c,18
Sucette glacée fraises-petit suisse,BÉBÉS,https://assets.magimix.com/files/rec_71509/sucettes glacees.jpg,https://www.magimix.fr/recettes/sucette-fraises-petit-suisse_c,18
Pancakes maison,BÉBÉS,https://assets.magimix.com/files/rec_36669/pancake-avatar.jpg,https://www.magimix.fr/recettes/pancake-maison_c,18
Compote fruits d'automne,BÉBÉS,https://assets.magimix.com/files/rec_23798/avatar_avatar compote automne.jpg,https://www.magimix.fr/recettes/compote-fruits-d_automne_i,18
Glace banane vanille,BÉBÉS,https://assets.magimix.com/files/rec_75591/avatar_glace banane_avatar.jpg,https://www.magimix.fr/recettes/glace-banane-vanill_c,18
Premières purées bébé - courgettes,BÉBÉS,https://assets.magimix.com/files/rec_13330/avatar_avatar puree courgette.jpg,https://www.magimix.fr/recettes/premieres-purees-bebe---cougettes_i,18
Premières purées bébé - betterave rouge,BÉBÉS,https://assets.magimix.com/files/rec_8880/avatar_avatar puree betterave.jpg,https://www.magimix.fr/recettes/premieres-purees-bebe---betterave-rouge_i,18
Premières purées bébé - carottes,BÉBÉS,https://assets.magimix.com/files/rec_27171/avatar_avatar puree carottes.jpg,https://www.magimix.fr/recettes/premieres-purees-bebe---carottes_i,18
Premières purées bébé - patate douce,BÉBÉS,https://assets.magimix.com/files/rec_4929/avatar_avatae puree patate douce.jpg,https://www.magimix.fr/recettes/premieres-purees-bebe---patate-douce_i,18
Baby milkshake fraise,BÉBÉS,https://assets.magimix.com/files/rec_3370/4_milshake_bebe_5659.jpg,https://www.magimix.fr/recettes/baby-milkshake-fraise_c,18
Baby milkshake fraise-poire,BÉBÉS,https://assets.magimix.com/files/rec_1396/Fotolia_113260065_M.jpg,https://www.magimix.fr/recettes/baby-milkshake-fraise-poire_c,18
Crème de brocoli au gruyère,BÉBÉS,https://assets.magimix.com/files/rec_2537/3_brocoli_poulet_ratatouille_5672.jpg,https://www.magimix.fr/recettes/creme-de-brocoli-au-gruyere_c,18
Smoothie fraises framboises,BOISSONS,https://assets.magimix.com/files/rec_58148/TOME4_KIDS_BAT_Page_77.jpg,https://www.magimix.fr/recettes/smoothie-fraises-framboises_c,18
"Smoothie orange, banane et ananas",BOISSONS,https://assets.magimix.com/files/rec_42758/TOME2_VEGETARIENNE_26072018_DEF_DEF_BF_Page_11.jpg,https://www.magimix.fr/recettes/smoothie-orange_-banane-et-ananas_c,18
Smoothie des tropiques,BOISSONS,https://assets.magimix.com/files/rec_58754/fr_2010885279jus_juice_expert_magimix_extracteur_de_jus.jpg,https://www.magimix.fr/recettes/smoothie-des-tropiques_c,18
Crème au chocolat noir,DESSERTS,https://assets.magimix.com/files/rec_16417/avatar_creme-choco-avatar.jpg,https://www.magimix.fr/recettes/creme-au-chocolat-noir,18
Dessert glacé à l'abricot,GLACES,https://assets.magimix.com/files/rec_46422/avatar_sorbet-abricot-avatar.jpg,https://www.magimix.fr/recettes/sorbet-a-abricot_c,18
Glace au parmesan,GLACES,https://assets.magimix.com/files/rec_84981/avatar_Copy of RECIPE AVATAR (2).jpg,https://www.magimix.fr/recettes/glace-au-parmesan_g,18
Riz Pilaf aux girolles,"PÂTES, RIZ, PIZZA",https://assets.magimix.com/files/rec_10061/2024040683_riz_4293site.jpg,https://www.magimix.fr/recettes/riz-pilaf-aux-girolles_c,18
Vin chaud de Noël,BOISSONS,https://assets.magimix.com/files/rec_58069/avatar_Mulled Wine-avatar.jpg,https://www.magimix.fr/recettes/vin-chaud-de-noel_c,18
"Riz au lait, caramel au beurre salé",DESSERTS,https://assets.magimix.com/files/rec_23825/Fotolia_61444497_S.jpg,https://www.magimix.fr/recettes/riz-au-lait_-caramel-au-beurre-sale_c,18
Crumble aux pommes d'antan,DESSERTS,https://assets.magimix.com/files/rec_27045/crumble.jpg,https://www.magimix.fr/recettes/crumble-aux-pommes-dantan_c,18
Gâteau yaourt au lemon curd,DESSERTS,https://assets.magimix.com/files/rec_7719/153866598228_Gateau_yaourt_4988.jpg,https://www.magimix.fr/recettes/gateau-yaourt-au-lemon-curd_c,18
Tiramisu,DESSERTS,https://assets.magimix.com/files/rec_13066/25_Tiramisu_4943.jpg,https://www.magimix.fr/recettes/tiramisu_c,18
Pavlova - compotée de cerises,DESSERTS,https://assets.magimix.com/files/rec_14801/r_pavlova_4872.jpg,https://www.magimix.fr/recettes/pavlova_cook_expert,18
Salade thaïe,VIANDES,https://assets.magimix.com/files/rec_24990/15_salade_de_boeuf_a_la_Thai_3.jpg,https://www.magimix.fr/recettes/salade-thaie_c,18
Salade de pâtes aux légumes,ENTRÉES,https://assets.magimix.com/files/rec_11815/5204854457_salade_croquante_3692.jpg,https://www.magimix.fr/recettes/salade-de-pates_c,18
Sablés de Noël,DESSERTS,https://assets.magimix.com/files/rec_38230/biscuitsnoel.jpg,https://www.magimix.fr/recettes/sabls-de-nol_c,18
Lasagnes bolognaise,"PÂTES, RIZ, PIZZA",https://assets.magimix.com/files/rec_2993/4478632465_lasagne_4311.jpg,https://www.magimix.fr/recettes/lasagnes-bolognaise_c,18
Waterzoi de volaille,VIANDES,https://assets.magimix.com/files/rec_28024/fr_waterzoi.jpg,https://www.magimix.fr/recettes/waterzoi-de-volaille_c,18
Brochettes Kefta,VIANDES,https://assets.magimix.com/files/rec_17382/19_kefta_4200.jpg,https://www.magimix.fr/recettes/brochettes-kefta,18
Douceur de petits riens,SOUPES,https://assets.magimix.com/files/rec_80086/Douceur_de_petits_riens.jpg,https://www.magimix.fr/recettes/douceur-de-petits-riens,18
Soupe chou-fleur & cheddar,SOUPES,https://assets.magimix.com/files/rec_61580/Chou_fleur_cheddar.jpg,https://www.magimix.fr/recettes/soupe-chou-fleur-_-cheddar,18
"Velouté de châtaigne, carotte, céleri",SOUPES,https://assets.magimix.com/files/rec_12707/Ch_taigne.jpg,https://www.magimix.fr/recettes/veloute-de-chataigne_-carotte_-celeri_c,18
Glace à la pêche,GLACES,https://assets.magimix.com/files/rec_214/avatar_peach sorbet-avatar.jpg,https://www.magimix.fr/recettes/glace-a-la-peche,18
Glace au rhum et raisins secs,GLACES,https://assets.magimix.com/files/rec_29751/glace rhum raisins_avatar.jpg,https://www.magimix.fr/recettes/glace-au-rhum-et-raisins-secs,18
Glace au chocolat noir,GLACES,https://assets.magimix.com/files/rec_188/glace chocolat_avatar.jpg,https://www.magimix.fr/recettes/glace-au-chocolat-noir,18
Gâteau à l'orange,DESSERTS,https://assets.magimix.com/files/rec_87845/161710730gateau_orange.jpg,https://www.magimix.fr/recettes/gateau-a-l_orange,18
Cake marbré,DESSERTS,https://assets.magimix.com/files/rec_80511/CAKE_MARBRE_323RET.jpg,https://www.magimix.fr/recettes/cake-marbre_c,18
Streusel pommes et mûres simplissime,DESSERTS,https://assets.magimix.com/files/rec_51648/Streusel_pommes_m_res_375x353.jpg,https://www.magimix.fr/recettes/streusel-pommes-et-mures-simplissime,18
Granola maison,DESSERTS,https://assets.magimix.com/files/rec_29260/fr_Homemade_granola_recipe_featured_and_related_image_rs.jpg,https://www.magimix.fr/recettes/granola-maison_i,18
Compotée de framboises,DESSERTS,https://assets.magimix.com/files/rec_28643/fr_18878151188_riz_au_lait_4453.jpg,https://www.magimix.fr/recettes/compotee-de-framboises_c,18
Far breton,DESSERTS,https://assets.magimix.com/files/rec_18409/34540683520_far_breton_4724_copier.jpg,https://www.magimix.fr/recettes/far-breton_c,18
Pâté de campagne - confit d'oignon,APÉRITIFS,https://assets.magimix.com/files/rec_28294/13_pate_de_campagne_3752.jpg,https://www.magimix.fr/recettes/pate-de-campagne_c,18
Clafoutis poire et fourme d'Ambert,ENTRÉES,https://assets.magimix.com/files/rec_12353/5004790581_clafoutis_fromage_poire_3538.jpg,https://www.magimix.fr/recettes/clafoutis-poire-et-fourme-d_ambert_c,18
Banana bread,DESSERTS,https://assets.magimix.com/files/rec_3459/fr_banana_bread_5778.jpg,https://www.magimix.fr/recettes/banana-bread_c,18
Vichyssoise,SOUPES,https://assets.magimix.com/files/rec_15271/18040074991_vichissoise_3194.jpg,https://www.magimix.fr/recettes/vichyssoise_c,18
Soufflé aux 3 fromages,ENTRÉES,https://assets.magimix.com/files/rec_4273/2_souffle_3634.jpg,https://www.magimix.fr/recettes/souffle-aux-3-fromages_c,18
Sorbet framboises,GLACES,https://assets.magimix.com/files/rec_11878/avatar_Sorbetframboises.jpg,https://www.magimix.fr/recettes/sorbet-framboises_i,18
Cupcakes roses à la vanille,DESSERTS,https://assets.magimix.com/files/rec_11800/avatar_Copy of RECIPE AVATAR (18).jpg,https://www.magimix.fr/recettes/cupcakes-roses-la-vanille,18
Potage d'asperges au cheddar,SOUPES,https://assets.magimix.com/files/rec_49193/soupeasperge_desgages.jpg,https://www.magimix.fr/recettes/potage-dasperges-au-cheddar_c,18
Granité au café,GLACES,https://assets.magimix.com/files/rec_66642/avatar_Coffee Granita-avatar.jpg,https://www.magimix.fr/recettes/granit-au-cafe_g,18
Anchoïade,APÉRITIFS,https://assets.magimix.com/files/rec_5269/8_anchoiade_3478.jpg,https://www.magimix.fr/recettes/anchoiade_c,18
Yaourts aux pépites de chocolat,DESSERTS,https://assets.magimix.com/files/rec_41382/Yaourts_aux_p_pites_de_chocolat.jpg,https://www.magimix.fr/recettes/yaourts-aux-pepites-de-chocolat_c,18
Margarita à la pastèque,BOISSONS,https://assets.magimix.com/files/rec_40106/avatar_margarita-watermelon-avatar.jpg,https://www.magimix.fr/recettes/margarita-la-pasteque_c,18
Gelée aux queue de fraises,DESSERTS,https://assets.magimix.com/files/rec_58894/avatar_fraises-queues-avatar.jpg,https://www.magimix.fr/recettes/gelee-aux-queue-de-fraises_c,18
Gaspacho de pastèque,SOUPES,https://assets.magimix.com/files/rec_45805/gaspacho pasteque_avatar.jpg,https://www.magimix.fr/recettes/gaspacho-pasteque_c,18
Mocktail citron et thym,BOISSONS,https://assets.magimix.com/files/rec_24035/avatar_mocktail-avatar.jpg,https://www.magimix.fr/recettes/mocktail-citron-et-thym_c,18
Mac and Cheese,"PÂTES, RIZ, PIZZA",https://assets.magimix.com/files/rec_36380/Copy of RECIPE AVATAR.jpg,https://www.magimix.fr/recettes/mac-and-cheese_c,18
Crème pâtissière au chocolat,DESSERTS,https://assets.magimix.com/files/rec_22124/fr_12_eclairs_au_chocolat_4762.jpg,https://www.magimix.fr/recettes/creme-patissiere-au-chocolat_c,18
Confiture de fraises,DESSERTS,https://assets.magimix.com/files/rec_17714/avatar_confiture-fraise-avatar.jpg,https://www.magimix.fr/recettes/confiture-de-fraises_i,19
Pizza légumes et pesto de piquillos,BOULANGERIE,https://assets.magimix.com/files/rec_66583/avatar_Pizza légumes-avatar.jpg,https://www.magimix.fr/recettes/pizza-legumes-pesto_c,19
Pudding chaud au chocolat,DESSERTS,https://assets.magimix.com/files/rec_92929/avatar_chocolate-pudding-avatar.jpg,https://www.magimix.fr/recettes/pudding-chaud-au-chocolat,19
Tiramisu aux spéculoos,DESSERTS,https://assets.magimix.com/files/rec_24926/Fotolia_47873917_S.jpg,https://www.magimix.fr/recettes/tiramisu-aux-speculoos_c,19
Madeleines au citron,DESSERTS,https://assets.magimix.com/files/rec_12470/avatar_madeleines-citron-avatar.jpg,https://www.magimix.fr/recettes/madeleines-au-citron,19
Cookies,DESSERTS,https://assets.magimix.com/files/rec_22217/303120679cookie.jpg,https://www.magimix.fr/recettes/cookies_i,19
Madeleines aux pépites de chocolat,DESSERTS,https://assets.magimix.com/files/rec_36405/avatar_chocolate-madeleine-avatar.jpg,https://www.magimix.fr/recettes/madeleines-aux-ppites-de-chocolat_c,19
Pommes de terre Hasselback,LÉGUMES,https://assets.magimix.com/files/rec_47411/TOME_VAPEUR_XXL_BAT_DEF_Page_16.jpg,https://www.magimix.fr/recettes/pommes-de-terre-hasselback_c,19
Mini pain bagnat,BOULANGERIE,https://assets.magimix.com/files/rec_37751/avatar_IMG1957.jpg,https://www.magimix.fr/recettes/mini-pain-bagnat_i,19
Mauricettes,BOULANGERIE,https://assets.magimix.com/files/rec_26195/avatar_14369417700821055745166.jpg,https://www.magimix.fr/recettes/mauricettes_i,19
Blinis au saumon,APÉRITIFS,https://assets.magimix.com/files/rec_15774/fr_1043700373blinis.jpg,https://www.magimix.fr/recettes/blinis-au-saumon_c,19
Compote de pomme,DESSERTS,https://assets.magimix.com/files/rec_5430/compote_de_pomme_juice_expert_magimix_extracteur_de_jus.jpg,https://www.magimix.fr/recettes/compote-de-pomme_j,19
"Wraps au poulet, carottes et chou",VIANDES,https://assets.magimix.com/files/rec_29123/14_Wrap_poulet_4178.jpg,https://www.magimix.fr/recettes/wraps-au-poulet_c,19
Bûche au citron meringuée,DESSERTS,https://assets.magimix.com/files/rec_18997/avatar_citron-avatar.jpg,https://www.magimix.fr/recettes/buche-au-citron-meringuee,19
Muffins aux mûres,DESSERTS,https://assets.magimix.com/files/rec_81760/avatar_mure-muffins-avatar.jpg,https://www.magimix.fr/recettes/muffins-mures_c,19
Madeleines tout chocolat,DESSERTS,https://assets.magimix.com/files/rec_96496/avatar_tout-choc-madeleines-avatar.jpg,https://www.magimix.fr/recettes/madeleines-chocolat_c,19
Glace au persil,ENTRÉES,https://assets.magimix.com/files/rec_27456/avatar_Glaceaupersil.jpg,https://www.magimix.fr/recettes/glace-au-persil_i,19
Gelato stracciatella,GLACES,https://assets.magimix.com/files/rec_74928/gelato-stracciatella_p27-(1)_Avatar.jpg,https://www.magimix.fr/recettes/gelato-stracciatella_c,19
Granité au café,GLACES,https://assets.magimix.com/files/rec_74864/granité-chocolat_p46_Avatar.jpg,https://www.magimix.fr/recettes/granit-au-caf_c,19
Glace au beurre de cacahuètes,GLACES,https://assets.magimix.com/files/rec_29421/glace-beurre-de-cacahuète_p15_Avatar.jpg,https://www.magimix.fr/recettes/glace-au-beurre-de-cacahutes_c,19
Vanille rocky road,GLACES,https://assets.magimix.com/files/rec_20472/vanille-rocky-road_p9_Avatar.jpg,https://www.magimix.fr/recettes/vanille-rocky-road_c,19
Glace au lait de soja,GLACES,https://assets.magimix.com/files/rec_23771/glace-lait-soja_p56_Avatar.jpg,https://www.magimix.fr/recettes/glace-au-lait-de-soja_c,19
